2-D constant-velocity KF with isotropic R and per-axis-identical Q/F: what shape are the position ellipses?	Exact CIRCLES (axis ratio 1.000) — it decouples into two 1-D filters; along-track elongation needs BROKEN symmetry.	M21 state-space
An OU diffusion is exactly an AR(1) — with what coefficient (not Euler)?	\(a=e^{-\theta\Delta}\), innovation variance \(\sigma^2(1-e^{-2\theta\Delta})/2\theta\); the filter's one-step predictives multiply to the marginal likelihood.	M21 state-space
Particle filter with N=\(10^5\) particles and ESS=2 — trustworthy?	No — that is 2 particles with expensive overhead; ESS collapses toward ~1.48 within tens of steps. Monitor ESS/N and resample on ESS<N/2 (not every step).	M21 state-space
A particle filter that resamples every single step — what does that cost?	Particle-path diversity (sample impoverishment), crippling any smoothing estimate. Resample on a threshold (ESS<N/2), not reflexively.	M21 state-space
Bayes action threshold \(p^* = ?\) — and when is it 0.5?	\(p^*=C_\text{FP}/(C_\text{FP}+C_\text{FN})\); 0.5 ONLY under symmetric costs. 10:1 → 1/11 = 0.0909, 100:1 → 0.0099.	M22 decisions-bandits
The p=0.12 patient: a 0.5 rule vs the correct cost-based threshold — same action?	No — the naive 0.5 rule sends home, the correct rule TREATS (expected loss 0.880 vs 1.200). A posterior is not a decision.	M22 decisions-bandits
Bandit tournament (arms 0.3/0.5/0.7): cumulative regret Thompson vs UCB1 vs \(\varepsilon\)-greedy?	19.6 < 99.7 < 212.4 (\(\varepsilon\)-greedy is 10.8× worse). Thompson = draw \(\tilde\theta\), play the argmax; its exploration shrinks on its own.	M22 decisions-bandits
Constant \(\varepsilon\) (fixed exploration) gives what regret growth; pure greedy (\(\varepsilon=0\)) does what?	Fixed \(\varepsilon\) → LINEAR regret; \(\varepsilon=0\) locks onto a lucky-early wrong arm (0.42 of reps) — the overconfident MLE, sequential edition.	M22 decisions-bandits
EVSI is capped by what, and what does that cap represent?	By EVPI = the current expected regret (value of perfect information); buy while value > price. EVSI(1000)=22.2 vs cost 20 — barely worth it.	M22 decisions-bandits
Complete-class theorem applied to acting: why is exploration not just a heuristic?	Every undominated rule is a Bayes rule against some prior — you were always going to act like a Bayesian; the only question is which prior.	M22 decisions-bandits
A Bayesian is indifferent to which design rule but NOT which?	Indifferent to STOPPING rules, not ASSIGNMENT rules. Randomization makes your written likelihood the true one: confounded \(\beta_T=5.288\) (17.5σ off truth 2) vs randomized 2.010.	M23 design
Power vs assurance — which is bigger, and why?	Power > assurance (0.8013 vs 0.7140): power is concave over plausible effects, so averaging (Jensen) lowers it. Report assurance for go/no-go.	M23 design
Optional stopping: frequentist Type-I at 1 look vs 10 looks vs continuous monitoring?	0.05 → 0.2044 (10 looks, ≈4×) → 0.4664 (continuous, by the LIL). Yet the Bayesian posterior is unchanged and its prior-averaged coverage survives (0.9494).	M23 design
Optional stopping vs selective reporting — which one breaks calibration?	SELECTIVE reporting (published coverage 0.6197); optional stopping leaves the posterior and its coverage intact. The first conditions on kept data, the second on an informative event.	M23 design
Factorial vs one-factor-at-a-time: information ratio, and OFAT's blind spot?	D-ratio 2.000 (a factorial doubles \(\det X^\top X\)) and OFAT is BLIND to interactions. Factorial effects are just regression coefficients (½ the contrast).	M23 design
Permutation-test p vs t-test p on the Montgomery data — and what does the permutation test assume?	0.0311 vs 0.0313; the permutation test assumes ONLY the randomization-manufactured exchangeability under the null, not normality.	M23 design
\(E[Y\mid T{=}1]-E[Y\mid T{=}0]\) is the ATE only under what condition?	Ignorability (randomization, or a correct + observed adjustment set). Absent it: wrong magnitude (4.704 vs 3.0) or wrong SIGN (Simpson \(-0.1428\) vs \(+0.10\)).	M24 causal
You adjusted for one more covariate and the estimate got WORSE — what graph structure did you condition on?	A collider (or a mediator): conditioning on it OPENS a spurious path. Truth 2.0: unadj 2.924, adjust{U} 2.001, add collider 0.504. More control made it worse.	M24 causal
IPW with a minimum propensity 0.0071: the point estimate "looks fine" — what's the alarm?	The ESS collapsed to 16.4% (a weight of 141); IPW is importance sampling (ess_kong = M09) and fails when positivity breaks. The estimate drifts to 3.427.	M24 causal
Two DGPs with identical observed joint [0.3,0.2,0.2,0.3] — can the data pick the right ATE?	No — ATEs are 0.200 vs ~0, and no test on the joint separates them. Identification is an untestable assumption; report a sensitivity analysis, not a p-value.	M24 causal
A potential outcome you didn't observe is what kind of data, and what's its missingness rate?	Missing data (M11); 50%-by-design. Under randomization \((Y(0),Y(1))\perp T\) (MCAR), so the naive difference is unbiased for the ATE.	M24 causal
Confounder vs mediator: both are "do not adjust" — how do they differ operationally?	A confounder left IN removes bias; a mediator left IN creates it. The advice only coincides for a descendant of T — draw the graph before choosing the regression.	M24 causal
Which two deep-learning practices are EXACT Bayes (theorems), and to what precision?	Weight decay = Gaussian-prior MAP (1.13e-07) and cross-entropy = categorical MLE (2.35e-08). Everything else is approximation / heuristic / open — the skill is the triage.	M25 deep-learning
A net calls 0.998 confidence; ECE single → ensemble → temperature-scaled?	It delivers 0.851 (15 points overconfident); ECE 0.1741 → 0.1269 (ensemble) → 0.0433 (temperature scaling). A softmax probability is a plug-in at the MAP.	M25 deep-learning
Double descent: where is ridgeless test error WORST — the overparameterized regime, or elsewhere?	At the interpolation threshold p=n (spike 4615.1), NOT the overparameterized regime (0.538 at p=240). A ridge prior of any width erases it (peak 1.001) — M07's flat-prior blow-up.	M25 deep-learning
Deep-ensemble spread — is it "the posterior"?	No — a heuristic epistemic PROXY; it peaks (0.490) off-data where the data can't pin the model (M07's unidentified directions). Undercounts modes, ignores misspecification.	M25 deep-learning
Sampling temperature, annealing, and likelihood tempering — one knob or three?	One knob (\(\eta\leftrightarrow1/T\)) — M18's power posterior in a decoding costume. Post-hoc temperature SCALING (Guo) is a cousin, not the identical lever.	M25 deep-learning
In-context learning rhymes with which Bayesian object — and is the real-LLM mechanism established?	The posterior predictive on exchangeable data (de Finetti / M01), median agreement 0.0279 to Bayes — but the mechanism in real LLMs is OPEN.	M25 deep-learning
Marginalize \(\sigma^2\) (giving \(t_5\)) vs profile the plug-in: interval width and coverage?	width 2.548 vs 1.943 (ratio 1.312 = \(t_5/z\) exactly), coverage 0.9508 vs 0.8942. Marginalize nuisances, don't profile.	M26 capstone
The two audits of the course — and which one agrees with the other, when?	The posterior (post-data belief) and the sampling distribution (pre-data guarantee); BvM makes them agree in the nice case, the ledger is where they split. Run both.	M26 capstone
Conformal prediction's guarantee — finite-sample? conditional or marginal? what assumption?	Finite-sample, distribution-free, MARGINAL coverage under exchangeability; NO conditional guarantee, and void under distribution shift.	M26 capstone
The status-column triage: of ridge, GPs, Kalman, k-means, bootstrap, deep ensembles — which are theorems?	Ridge, GPs, Kalman = theorems; k-means and the bootstrap = approximations; deep ensembles = heuristics; the SVM hinge loss has no honest likelihood reading.	M26 capstone
Profiling a nuisance (plugging in \(\hat\sigma^2/\hat\tau^2/\hat\lambda\)) does what to coverage?	It under-covers (0.89 vs 0.95 when marginalized) — the small-J EB trap (M16) generalized. Marginalize nuisances, don't profile them.	M26 capstone
The "calibrated Bayes" stance in one line?	Bayesian for inference, frequentist for evaluation — run both audits.	M26 capstone
